job,education,balance,duration,y
blue-collar,primary,85,133,no
,,653,17,no
technician,secondary,370,64,no
management,tertiary,258,131,no
technician,tertiary,268,54,no
management,tertiary,5936,709,no
self-employed,tertiary,10,47,no
technician,secondary,117,94,no
technician,secondary,50,98,no
technician,secondary,0,116,no
retired,secondary,4577,133,no
technician,secondary,35,493,no
technician,secondary,224,451,no
technician,secondary,261,301,no
technician,secondary,0,35,no
housemaid,primary,0,17,no
admin.,secondary,84,367,no
management,tertiary,123,63,no
management,tertiary,3452,8,no
self-employed,tertiary,1785,235,yes
admin.,secondary,1293,164,no
blue-collar,secondary,882,24,no
management,tertiary,26254,49,no
admin.,secondary,164,80,no
technician,tertiary,568,112,yes
entrepreneur,secondary,2329,131,yes
admin.,secondary,1310,3284,no
management,tertiary,385,154,yes
management,tertiary,7506,248,yes
entrepreneur,tertiary,6,246,no
entrepreneur,tertiary,0,217,no
management,tertiary,8,6,no
services,secondary,1970,253,yes
self-employed,secondary,706,204,yes
management,tertiary,1770,26,no
admin.,secondary,3321,132,no
management,tertiary,163,107,no
unemployed,secondary,1005,175,no
blue-collar,tertiary,700,90,yes
admin.,secondary,3608,231,yes
unemployed,secondary,127,162,yes
admin.,secondary,943,24,no
technician,secondary,816,179,yes
admin.,secondary,0,92,no
management,tertiary,94,108,no
housemaid,tertiary,228,80,no
management,tertiary,6798,250,no
management,tertiary,1402,66,no
management,tertiary,3419,75,no
admin.,secondary,2598,123,no
self-employed,tertiary,1693,353,no
management,tertiary,411,142,no
management,tertiary,1701,381,no
management,secondary,2785,548,no
management,primary,-292,100,no
management,tertiary,8969,153,no
blue-collar,primary,2440,334,no
entrepreneur,tertiary,1654,376,no
technician,secondary,1865,155,no
technician,secondary,7,50,no
management,secondary,5447,1789,yes
admin.,secondary,0,57,no
management,tertiary,1875,286,no
technician,tertiary,0,81,no
technician,secondary,32,110,no
management,tertiary,500,257,no
student,,5827,97,no
admin.,secondary,4962,112,no
management,tertiary,8106,125,no
retired,secondary,8332,164,no
housemaid,tertiary,3760,1070,no
blue-collar,secondary,0,125,no
services,secondary,135,862,no
technician,tertiary,2228,890,yes
management,secondary,1306,155,no
technician,secondary,819,200,no
technician,secondary,1952,310,no
technician,secondary,472,229,no
retired,secondary,514,573,no
admin.,secondary,597,73,no
unemployed,secondary,4544,77,no
entrepreneur,tertiary,313,42,no
technician,secondary,344,56,no
management,primary,427,62,no
admin.,secondary,4826,102,no
management,secondary,71,64,no
entrepreneur,secondary,2192,134,no
admin.,secondary,0,84,no
technician,secondary,17092,35,no
technician,secondary,3029,251,no
technician,tertiary,3440,124,no
technician,secondary,80,74,no
management,tertiary,9678,318,no
management,tertiary,0,213,no
admin.,,4583,191,no
admin.,secondary,601,184,no
housemaid,primary,1563,128,no
unemployed,primary,557,158,no
management,tertiary,11650,48,no
technician,,0,136,no
retired,secondary,264,107,no
technician,secondary,0,326,no
management,tertiary,653,60,no
blue-collar,secondary,-210,523,no
management,secondary,794,564,no
housemaid,primary,1168,673,no
technician,secondary,-403,130,no
management,secondary,237,117,no
admin.,tertiary,66,77,no
entrepreneur,tertiary,1503,212,no
technician,secondary,0,215,no
services,secondary,1027,188,no
management,tertiary,724,157,no
admin.,secondary,3337,99,no
technician,secondary,614,85,no
blue-collar,secondary,0,139,no
blue-collar,secondary,0,273,no
unemployed,secondary,219,204,no
technician,secondary,453,148,no
management,tertiary,2767,374,no
technician,secondary,0,114,no
admin.,secondary,4958,64,no
self-employed,primary,97,215,no
technician,tertiary,1201,82,no
self-employed,secondary,201,117,no
blue-collar,primary,162,140,no
services,tertiary,606,114,no
management,tertiary,1741,40,no
management,tertiary,417,138,no
technician,tertiary,172,52,no
technician,secondary,4856,151,no
management,secondary,13931,132,no
management,tertiary,2266,676,yes
retired,secondary,306,121,no
management,tertiary,-723,636,no
admin.,secondary,1509,509,no
management,tertiary,1802,74,no
blue-collar,primary,14,319,no
blue-collar,secondary,91,149,no
entrepreneur,secondary,1442,280,no
management,tertiary,-24,132,no
unemployed,secondary,1681,226,no
technician,secondary,1062,835,no
admin.,secondary,661,411,no
retired,secondary,14412,297,no
management,tertiary,1494,596,yes
management,tertiary,1050,924,yes
entrepreneur,primary,6188,453,yes
management,tertiary,318,638,no
entrepreneur,primary,512,328,no
entrepreneur,tertiary,1342,89,no
blue-collar,secondary,596,77,no
technician,tertiary,4313,272,no
admin.,secondary,829,48,no
blue-collar,secondary,3237,38,no
self-employed,tertiary,10653,336,no
entrepreneur,tertiary,54,103,no
admin.,secondary,3732,515,no
management,tertiary,0,47,no
entrepreneur,tertiary,541,204,no
self-employed,secondary,7848,59,no
management,tertiary,5010,530,no
management,secondary,430,91,no
management,tertiary,595,70,no
services,secondary,706,206,no
admin.,secondary,1186,131,no
services,secondary,54,328,no
technician,secondary,1758,109,no
technician,secondary,484,61,no
self-employed,tertiary,8142,500,no
blue-collar,secondary,2455,18,no
management,tertiary,16,100,no
management,tertiary,8563,69,no
technician,tertiary,3234,578,yes
management,tertiary,1743,192,no
services,secondary,0,339,no
blue-collar,primary,111,201,no
blue-collar,primary,5776,49,no
self-employed,tertiary,149,257,no
management,secondary,460,86,no
blue-collar,secondary,118,216,no
management,tertiary,900,123,no
admin.,secondary,1785,51,no
self-employed,secondary,1216,52,no
management,tertiary,1667,164,no
blue-collar,primary,2320,63,no
admin.,secondary,5680,237,no
management,tertiary,540,205,no
management,tertiary,514,155,no
technician,secondary,797,319,no
management,tertiary,-73,125,no
entrepreneur,secondary,11887,1181,yes
blue-collar,secondary,506,172,no
management,tertiary,1356,264,no
management,secondary,416,268,no
services,secondary,4428,234,no
technician,tertiary,0,139,no
admin.,secondary,1208,126,no
admin.,secondary,3729,597,no
blue-collar,secondary,402,86,no
management,,668,75,no
entrepreneur,secondary,-1882,17,no
technician,tertiary,1174,192,no
management,tertiary,3969,464,no
admin.,secondary,5816,119,no
technician,secondary,5957,138,no
technician,secondary,2626,170,no
admin.,tertiary,605,147,no
technician,secondary,712,291,no
unemployed,tertiary,1108,191,no
blue-collar,secondary,932,148,no
services,secondary,-236,218,no
self-employed,tertiary,3560,658,no
self-employed,secondary,1066,110,no
management,tertiary,222,187,no
unemployed,secondary,1943,202,no
services,secondary,4885,400,no
technician,secondary,1411,93,no
management,tertiary,9072,117,no
management,secondary,1439,373,no
technician,secondary,5674,84,no
housemaid,primary,22,238,no
management,tertiary,1612,61,no
blue-collar,secondary,47,810,no
blue-collar,secondary,491,131,no
entrepreneur,tertiary,0,150,no
management,secondary,6217,486,no
blue-collar,secondary,-184,825,no
management,tertiary,1185,342,no
services,secondary,508,200,no
management,tertiary,6269,249,no
services,secondary,864,105,no
blue-collar,secondary,496,135,no
management,tertiary,3142,235,no
management,secondary,1526,105,no
retired,secondary,1139,180,no
management,secondary,1477,111,no
management,secondary,-998,173,no
management,tertiary,1164,141,no
admin.,secondary,3584,467,no
technician,secondary,3899,82,no
entrepreneur,secondary,353,90,no
management,tertiary,-20,139,no
blue-collar,primary,4,206,no
management,tertiary,481,112,no
technician,secondary,4717,135,no
technician,secondary,874,819,yes
technician,secondary,-556,101,no
management,tertiary,3839,146,no
technician,primary,-530,119,no
services,secondary,1156,81,no
management,secondary,38,159,no
management,tertiary,102,199,no
management,tertiary,3696,305,no
management,tertiary,1495,210,no
blue-collar,primary,4728,114,no
services,tertiary,12223,36,no
blue-collar,secondary,1520,493,no
management,secondary,644,418,yes
retired,secondary,1886,682,no
blue-collar,secondary,16869,107,no
management,secondary,60,291,no
admin.,tertiary,649,224,no
management,tertiary,771,110,no
management,tertiary,234,206,no
blue-collar,secondary,-430,298,no
unemployed,tertiary,1172,86,no
blue-collar,secondary,1570,133,no
management,,3428,103,no
blue-collar,primary,96,217,no
unemployed,primary,6427,53,no
entrepreneur,tertiary,816,630,no
management,tertiary,4262,361,no
management,tertiary,1,582,no
management,tertiary,1923,75,no
housemaid,secondary,14,46,no
management,secondary,2311,59,no
admin.,tertiary,3092,115,no
student,secondary,260,52,no
self-employed,tertiary,1296,352,no
management,tertiary,-148,340,no
blue-collar,secondary,9102,72,no
management,tertiary,36,388,no
management,tertiary,-181,621,no
management,tertiary,2885,40,no
blue-collar,secondary,8309,50,no
blue-collar,secondary,0,196,no
unemployed,secondary,0,332,no
blue-collar,secondary,1125,141,no
entrepreneur,secondary,0,202,no
unemployed,primary,107,149,no
management,tertiary,315,321,no
admin.,secondary,18268,68,no
blue-collar,secondary,203,265,no
retired,secondary,32948,243,no
blue-collar,secondary,538,131,no
housemaid,tertiary,440,89,no
management,tertiary,774,193,no
technician,secondary,793,755,no
services,secondary,101,85,no
self-employed,secondary,11494,198,no
management,tertiary,0,1283,no
admin.,secondary,33,111,no
unemployed,tertiary,816,547,no
entrepreneur,secondary,3317,231,no
blue-collar,tertiary,6138,384,no
admin.,primary,8583,59,no
unemployed,secondary,3354,522,yes
entrepreneur,tertiary,4028,98,no
entrepreneur,secondary,866,147,no
self-employed,secondary,4,136,no
management,tertiary,7249,350,no
services,secondary,523,21,no
admin.,secondary,1697,236,no
services,secondary,264,1502,yes
blue-collar,primary,12618,25,no
housemaid,tertiary,4958,175,no
management,tertiary,1998,570,no
self-employed,tertiary,1249,472,yes
self-employed,tertiary,16430,234,no
self-employed,secondary,1291,559,no
blue-collar,secondary,5935,90,no
unemployed,secondary,-108,286,no
services,primary,-56,418,no
management,tertiary,217,328,no
self-employed,tertiary,0,122,no
blue-collar,primary,2240,551,no
admin.,secondary,167,47,no
,tertiary,2272,88,no
admin.,secondary,1762,146,no
management,tertiary,3445,1662,no
management,tertiary,1006,783,yes
technician,secondary,0,163,no
management,tertiary,6333,498,no
student,,2144,282,no
management,tertiary,376,223,no
entrepreneur,secondary,6649,354,no
management,tertiary,2451,191,no
retired,secondary,2626,221,no
student,secondary,93,584,no
management,tertiary,16,140,no
blue-collar,secondary,3696,635,no
management,tertiary,17008,151,no
retired,secondary,21,121,no
management,tertiary,0,307,no
management,tertiary,7154,93,no
entrepreneur,tertiary,372,225,no
blue-collar,primary,792,611,no
retired,tertiary,3875,130,no
self-employed,secondary,951,220,no
management,tertiary,586,158,no
self-employed,secondary,0,590,no
admin.,secondary,529,193,no
management,tertiary,8436,162,no
unemployed,secondary,19,186,no
management,tertiary,9269,107,no
management,tertiary,0,844,no
admin.,secondary,525,278,no
technician,secondary,5287,599,no
admin.,secondary,459,132,no
management,tertiary,427,36,no
entrepreneur,tertiary,898,80,no
blue-collar,secondary,1039,57,no
blue-collar,secondary,927,343,no
admin.,secondary,10041,91,no
unemployed,primary,911,42,no
housemaid,secondary,299,186,no
technician,secondary,344,179,no
management,secondary,20600,125,no
entrepreneur,tertiary,20527,66,no
self-employed,secondary,-478,291,no
technician,secondary,0,251,no
management,tertiary,852,408,no
retired,secondary,667,486,no
blue-collar,primary,5956,405,no
services,tertiary,945,531,yes
management,tertiary,1379,370,no
self-employed,tertiary,6,501,no
technician,tertiary,9851,128,no
housemaid,secondary,1194,99,no
technician,secondary,572,67,no
technician,tertiary,15169,103,no
management,tertiary,141,728,yes
blue-collar,secondary,6994,150,no
management,tertiary,-195,112,no
self-employed,secondary,2408,172,no
retired,secondary,11,318,no
blue-collar,primary,1545,25,no
management,primary,214,59,no
entrepreneur,secondary,0,73,no
admin.,secondary,3736,92,no
blue-collar,,2691,278,no
services,secondary,341,478,yes
blue-collar,secondary,2945,91,no
services,secondary,586,148,no
self-employed,tertiary,9670,204,no
entrepreneur,tertiary,893,74,no
blue-collar,secondary,0,189,no
blue-collar,secondary,450,95,no
services,secondary,4906,200,no
admin.,secondary,8032,73,no
entrepreneur,primary,2339,220,no
management,tertiary,196,40,no
management,tertiary,4335,640,no
blue-collar,secondary,5304,340,no
services,secondary,1315,329,yes
services,secondary,11512,301,no
self-employed,primary,5711,89,no
admin.,secondary,782,162,no
technician,tertiary,-744,1256,no
blue-collar,primary,3384,39,no
self-employed,secondary,1086,410,no
blue-collar,secondary,98,180,no
technician,tertiary,0,531,yes
retired,secondary,3815,90,no
technician,secondary,361,292,no
unemployed,secondary,-872,153,no
services,secondary,3929,593,yes
services,secondary,-289,487,no
blue-collar,secondary,399,282,no
management,secondary,421,22,no
self-employed,tertiary,2143,226,no
technician,tertiary,628,454,no
admin.,secondary,10386,95,no
services,secondary,2145,124,no
blue-collar,secondary,985,141,no
blue-collar,secondary,369,224,no
services,secondary,2478,395,no
technician,secondary,557,89,no
services,secondary,6754,81,no
entrepreneur,secondary,868,452,no
blue-collar,secondary,5041,184,no
technician,tertiary,3827,359,no
blue-collar,secondary,10142,249,no
blue-collar,secondary,7773,705,yes
admin.,secondary,2677,259,no
blue-collar,secondary,575,168,no
entrepreneur,tertiary,836,223,no
management,tertiary,1348,124,no
management,tertiary,3035,1166,no
management,tertiary,1456,227,no
admin.,tertiary,5007,51,no
technician,tertiary,2283,790,no
management,tertiary,4465,72,no
admin.,secondary,9911,604,no
self-employed,tertiary,-282,131,no
unemployed,secondary,452,98,no
student,tertiary,3404,105,no
entrepreneur,tertiary,6659,191,no
admin.,secondary,0,61,no
management,tertiary,4409,92,no
self-employed,tertiary,631,51,no
management,secondary,1660,337,no
services,secondary,1957,47,no
admin.,secondary,-23,48,no
blue-collar,primary,3710,107,no
management,tertiary,11350,159,no
management,tertiary,9541,128,no
entrepreneur,secondary,653,16,no
management,tertiary,0,25,no
management,tertiary,2886,230,no
unemployed,primary,3837,340,no
self-employed,secondary,4894,240,no
technician,tertiary,8422,166,no
blue-collar,secondary,33,106,no
blue-collar,secondary,3765,87,no
management,tertiary,9895,352,no
technician,tertiary,145,262,no
blue-collar,primary,7724,196,no
management,tertiary,1433,111,no
management,secondary,3817,104,no
management,tertiary,437,133,no
blue-collar,primary,389,198,no
blue-collar,primary,511,157,no
technician,secondary,1546,148,no
blue-collar,primary,2585,159,no
technician,secondary,8899,75,no
unemployed,primary,3051,303,no
blue-collar,primary,1524,57,no
technician,tertiary,2185,354,no
technician,secondary,2034,218,no
entrepreneur,secondary,392,117,no
services,secondary,1611,197,no
blue-collar,primary,1480,95,no
entrepreneur,secondary,7518,332,no
blue-collar,primary,5206,168,no
self-employed,secondary,2830,713,no
admin.,secondary,4436,292,no
blue-collar,secondary,5252,232,no
admin.,secondary,4178,167,no
technician,secondary,1437,367,no
management,tertiary,7900,90,no
management,tertiary,1021,87,no
entrepreneur,tertiary,38,185,no
management,tertiary,19391,391,no
services,secondary,485,254,no
management,tertiary,14462,10,no
management,tertiary,4173,159,no
admin.,secondary,1560,67,no
blue-collar,primary,12519,615,yes
management,tertiary,4069,517,yes
blue-collar,primary,0,675,no
admin.,secondary,5220,108,no
management,secondary,8101,49,no
management,tertiary,436,215,no
management,tertiary,1982,558,yes
management,tertiary,485,89,no
blue-collar,primary,2198,423,no
self-employed,,-257,104,no
blue-collar,secondary,23,116,no
technician,secondary,1548,62,no
unemployed,secondary,2706,462,no
unemployed,,3938,200,no
housemaid,secondary,1040,567,no
management,tertiary,8669,228,no
housemaid,secondary,1752,346,no
management,tertiary,47,86,no
admin.,secondary,3950,529,yes
self-employed,tertiary,5,635,yes
technician,tertiary,267,30,no
self-employed,tertiary,1390,55,no
technician,tertiary,202,175,no
management,tertiary,0,824,yes
blue-collar,primary,395,429,no
blue-collar,secondary,5739,374,no
management,tertiary,3050,58,no
unemployed,secondary,13818,201,no
management,tertiary,3679,146,no
services,secondary,8043,202,no
technician,secondary,230,89,no
technician,tertiary,5119,74,no
management,,1784,279,no
management,tertiary,372,553,yes
services,secondary,92,372,yes
admin.,primary,72,849,yes
self-employed,primary,3155,271,no
services,secondary,6,1182,no
management,tertiary,17118,102,no
management,tertiary,1344,63,no
services,secondary,1354,278,no
blue-collar,secondary,2583,70,no
management,secondary,237,526,no
technician,secondary,0,83,no
technician,secondary,372,365,no
self-employed,primary,2747,162,no
admin.,secondary,231,397,no
blue-collar,primary,836,312,no
services,secondary,8266,162,no
blue-collar,secondary,328,18,no
technician,secondary,-529,18,no
technician,,1393,55,no
admin.,secondary,2095,752,no
management,tertiary,6080,98,no
admin.,primary,319,124,no
management,secondary,752,456,no
services,secondary,190,312,no
housemaid,secondary,358,45,no
technician,secondary,13,208,no
technician,tertiary,-525,980,yes
admin.,tertiary,0,102,no
services,primary,-88,94,no
management,secondary,42,40,no
admin.,secondary,505,119,no
management,tertiary,1716,157,no
admin.,secondary,3944,36,no
student,tertiary,2766,834,yes
technician,secondary,1835,184,no
entrepreneur,tertiary,87,141,no
entrepreneur,secondary,82,114,no
management,tertiary,2594,161,no
student,tertiary,3300,1571,yes
entrepreneur,secondary,0,108,no
admin.,secondary,0,47,no
services,secondary,57435,319,no
self-employed,tertiary,-98,157,no
admin.,secondary,105,75,no
management,tertiary,36,664,yes
management,tertiary,418,159,no
management,primary,102,188,no
technician,secondary,2352,757,no
management,tertiary,22520,579,yes
unemployed,primary,7724,373,yes
admin.,secondary,144,51,no
blue-collar,secondary,10054,175,no
entrepreneur,,73,158,no
blue-collar,secondary,3169,39,no
management,secondary,16236,139,no
housemaid,primary,492,181,no
services,secondary,105,197,no
services,secondary,490,394,no
blue-collar,secondary,376,61,no
management,tertiary,5195,25,no
entrepreneur,secondary,318,36,no
retired,secondary,1047,98,no
blue-collar,secondary,3463,29,no
management,,3534,216,no
services,secondary,0,681,yes
admin.,secondary,1320,129,no
management,tertiary,477,77,no
management,tertiary,1602,1032,no
self-employed,tertiary,4418,855,no
management,tertiary,2147,123,no
management,secondary,764,127,no
blue-collar,secondary,744,59,no
entrepreneur,primary,5,140,no
admin.,secondary,1834,11,no
housemaid,tertiary,4312,407,no
management,tertiary,4374,163,no
blue-collar,primary,-571,136,no
self-employed,tertiary,1036,82,no
entrepreneur,secondary,3140,7,no
blue-collar,primary,1322,14,no
services,primary,2618,73,no
self-employed,secondary,484,321,no
management,tertiary,4063,110,no
entrepreneur,secondary,0,56,no
management,tertiary,7825,77,no
admin.,secondary,1097,1555,yes
housemaid,tertiary,333,8,no
management,tertiary,2173,158,no
entrepreneur,primary,346,9,no
management,tertiary,1275,925,yes
blue-collar,secondary,1521,19,no
blue-collar,primary,1601,521,no
technician,secondary,1063,51,no
blue-collar,primary,2121,326,no
technician,tertiary,785,53,no
entrepreneur,tertiary,442,10,no
management,tertiary,736,71,no
technician,tertiary,4932,273,no
blue-collar,tertiary,4127,47,no
self-employed,secondary,1016,643,no
management,tertiary,1899,1914,no
blue-collar,secondary,130,291,no
management,tertiary,760,6,no
retired,secondary,366,173,no
admin.,tertiary,654,198,no
technician,tertiary,0,58,no
technician,secondary,1076,338,no
management,tertiary,805,70,no
unemployed,tertiary,641,113,no
technician,secondary,4,1048,yes
unemployed,tertiary,814,1387,yes
blue-collar,primary,8,56,no
unemployed,secondary,57,99,no
services,secondary,285,100,no
services,secondary,356,296,no
management,tertiary,-76,230,no
blue-collar,primary,1678,263,no
technician,,557,148,no
technician,secondary,0,123,no
unemployed,secondary,23,154,no
management,tertiary,409,203,no
technician,secondary,3720,561,no
technician,secondary,529,558,no
housemaid,primary,1526,109,no
services,secondary,951,77,no
blue-collar,tertiary,218,268,no
admin.,secondary,52,287,no
housemaid,secondary,578,44,no
admin.,secondary,3869,79,no
management,tertiary,-295,121,no
blue-collar,secondary,1316,221,no
housemaid,secondary,799,63,no
technician,secondary,220,73,no
unemployed,primary,4274,852,no
admin.,secondary,536,29,no
student,secondary,3,131,no
technician,tertiary,4557,103,no
,secondary,1502,59,no
admin.,secondary,1455,222,no
retired,secondary,316,935,no
services,secondary,338,155,no
management,tertiary,223,63,no
entrepreneur,tertiary,3463,290,no
services,secondary,0,216,no
student,secondary,1694,929,no
technician,tertiary,0,233,no
technician,tertiary,0,1199,yes
unemployed,primary,840,196,no
technician,secondary,799,234,no
self-employed,secondary,399,296,no
management,,559,271,no
management,tertiary,1392,1121,no
blue-collar,primary,103,64,no
technician,tertiary,0,942,no
services,secondary,-507,148,no
admin.,,664,294,no
student,secondary,585,180,no
housemaid,secondary,922,123,no
blue-collar,,310,526,no
admin.,tertiary,394,968,yes
technician,,578,404,no
technician,secondary,0,221,no
management,tertiary,182,152,no
management,tertiary,370,250,no
housemaid,secondary,118,159,no
services,secondary,360,103,no
services,,164,139,no
housemaid,tertiary,2880,42,no
services,secondary,133,451,no
admin.,secondary,50,395,no
retired,primary,-79,192,no
self-employed,secondary,50,168,no
admin.,secondary,0,46,no
services,primary,717,450,no
management,tertiary,498,84,no
management,tertiary,1073,82,no
retired,tertiary,294,89,no
management,tertiary,474,372,no
management,secondary,81,79,no
admin.,secondary,19,372,no
blue-collar,secondary,783,197,no
services,secondary,1385,331,no
management,tertiary,0,86,no
management,primary,1513,166,no
management,tertiary,1361,1473,yes
admin.,secondary,2687,373,no
services,secondary,1694,404,no
management,tertiary,276,216,no
services,secondary,193,326,no
student,secondary,28,220,no
technician,secondary,128,456,no
blue-collar,primary,789,79,no
management,tertiary,351,338,no
blue-collar,secondary,645,114,no
blue-collar,primary,242,24,no
technician,secondary,175,219,no
unemployed,secondary,1167,394,no
admin.,tertiary,-272,309,no
management,tertiary,188,55,no
services,secondary,1281,177,no
blue-collar,primary,119,118,no
blue-collar,primary,354,133,no
management,tertiary,278,194,no
management,secondary,671,219,no
retired,secondary,246,158,no
entrepreneur,tertiary,1837,199,no
self-employed,tertiary,4634,162,no
unemployed,tertiary,560,316,no
technician,secondary,398,227,no
technician,secondary,56,194,no
blue-collar,secondary,2613,435,no
blue-collar,secondary,1298,522,no
technician,secondary,252,706,no
services,secondary,2202,83,no
technician,tertiary,1274,475,no
management,tertiary,266,103,no
technician,,574,243,no
blue-collar,primary,902,207,no
management,tertiary,350,328,no
services,secondary,356,56,no
technician,secondary,822,155,no
services,secondary,-250,207,no
blue-collar,secondary,81,123,no
blue-collar,primary,613,49,no
blue-collar,secondary,56,290,no
unemployed,secondary,12,298,no
services,secondary,554,162,no
blue-collar,secondary,-460,131,no
management,tertiary,593,190,no
technician,secondary,77,168,no
retired,tertiary,1225,191,no
entrepreneur,secondary,10,161,no
management,tertiary,1724,152,no
management,tertiary,-154,150,no
housemaid,primary,2666,94,no
self-employed,tertiary,139,144,no
technician,tertiary,6683,180,no
blue-collar,secondary,-26,81,no
services,secondary,1304,403,no
technician,tertiary,-71,1451,yes
housemaid,tertiary,543,169,no
management,secondary,3234,2770,yes
technician,secondary,98,771,yes
blue-collar,secondary,578,206,no
admin.,secondary,957,258,no
entrepreneur,tertiary,1745,374,no
entrepreneur,tertiary,0,540,no
management,tertiary,0,199,no
admin.,secondary,827,61,no
unemployed,secondary,670,86,no
blue-collar,secondary,604,410,no
management,tertiary,1384,203,no
admin.,secondary,2552,255,no
technician,secondary,527,197,no
blue-collar,tertiary,457,159,no
unemployed,secondary,330,645,no
services,secondary,130,194,no
management,tertiary,-70,140,no
management,tertiary,2549,456,no
technician,tertiary,152,151,no
technician,secondary,1114,81,no
blue-collar,,909,166,no
technician,secondary,-191,86,no
services,secondary,198,320,no
management,primary,-1161,445,no
management,secondary,1585,82,no
technician,tertiary,1454,276,no
admin.,tertiary,281,60,no
unemployed,secondary,17418,237,no
management,secondary,243,417,no
management,tertiary,780,511,no
unemployed,secondary,2180,89,no
blue-collar,secondary,2605,85,no
services,secondary,1534,267,no
management,tertiary,2080,399,no
blue-collar,secondary,168,151,no
technician,secondary,258,103,no
blue-collar,secondary,294,246,no
management,tertiary,88,608,no
unemployed,secondary,2040,803,yes
technician,secondary,441,535,no
technician,secondary,-308,781,yes
admin.,secondary,4519,152,no
management,tertiary,495,282,no
admin.,secondary,877,135,no
retired,secondary,0,75,no
management,tertiary,432,101,no
blue-collar,secondary,196,91,no
management,tertiary,361,81,no
technician,secondary,129,110,no
management,tertiary,1198,63,no
blue-collar,secondary,520,54,no
admin.,secondary,1097,174,no
technician,secondary,279,72,no
management,secondary,0,270,no
admin.,secondary,53,67,no
services,secondary,0,20,no
services,secondary,0,226,no
technician,secondary,576,229,no
services,secondary,490,73,no
technician,tertiary,3962,267,no
student,tertiary,2103,588,yes
services,secondary,-301,182,no
admin.,secondary,0,149,no
services,secondary,469,111,no
retired,secondary,195,41,no
admin.,tertiary,108,210,no
blue-collar,primary,708,51,no
retired,primary,407,200,no
technician,secondary,778,315,no
management,tertiary,763,50,no
blue-collar,secondary,659,148,no
technician,secondary,210,65,no
services,primary,921,141,no
services,secondary,6857,216,no
technician,secondary,7984,151,no
self-employed,secondary,534,165,no
admin.,tertiary,994,75,no
management,tertiary,587,186,no
services,secondary,442,69,no
management,tertiary,767,204,no
self-employed,secondary,924,127,no
management,tertiary,-45,180,no
management,tertiary,0,145,no
management,secondary,10,164,no
blue-collar,secondary,-224,108,no
admin.,secondary,131,83,no
technician,secondary,504,96,no
admin.,primary,469,75,no
technician,secondary,201,43,no
technician,secondary,775,361,no
admin.,secondary,50,173,no
services,secondary,125,360,no
blue-collar,secondary,-67,157,no
admin.,secondary,0,236,no
admin.,secondary,11,261,no
admin.,secondary,359,231,no
management,tertiary,59,319,no
admin.,secondary,437,138,no
management,tertiary,29,144,no
management,tertiary,5261,215,no
services,secondary,6,111,no
services,secondary,630,134,no
management,tertiary,73,214,no
blue-collar,secondary,2142,406,no
blue-collar,secondary,1074,153,no
management,,1253,337,no
management,tertiary,5701,521,yes
admin.,tertiary,43,95,no
technician,secondary,103,159,no
services,secondary,139,178,no
technician,secondary,4930,228,no
services,secondary,37,219,no
services,secondary,-376,421,no
unemployed,secondary,2876,245,no
admin.,secondary,442,204,no
admin.,secondary,613,88,no
admin.,secondary,-498,99,no
self-employed,tertiary,458,117,no
admin.,secondary,569,164,no
services,secondary,52,1420,yes
unemployed,tertiary,617,620,no
unemployed,secondary,1339,299,no
technician,secondary,1167,139,no
blue-collar,primary,977,436,yes
student,secondary,0,1223,yes
services,secondary,615,1110,no
blue-collar,secondary,754,218,no
technician,secondary,1811,168,no
services,secondary,820,135,no
blue-collar,primary,0,698,no
management,tertiary,0,116,no
management,tertiary,67,161,no
management,tertiary,806,106,no
technician,secondary,0,62,no
blue-collar,secondary,0,182,no
services,secondary,594,35,no
management,tertiary,0,624,no
management,tertiary,1720,383,no
self-employed,tertiary,428,142,no
admin.,secondary,5061,63,no
technician,secondary,308,137,no
technician,secondary,863,146,no
retired,primary,117,165,no
admin.,secondary,169,369,yes
services,secondary,1659,149,no
retired,primary,3401,84,no
management,tertiary,572,419,no
technician,secondary,2749,341,no
blue-collar,secondary,363,165,no
admin.,tertiary,282,329,no
blue-collar,primary,329,321,no
technician,secondary,2467,368,no
blue-collar,primary,1558,294,no
unemployed,primary,1088,201,no
unemployed,tertiary,1489,678,no
unemployed,tertiary,507,362,no
management,tertiary,159,589,no
technician,secondary,-92,1393,yes
unemployed,secondary,6178,213,no
services,primary,3016,142,no
management,tertiary,2814,178,no
housemaid,tertiary,357,133,no
blue-collar,primary,835,296,no
technician,secondary,325,14,no
unemployed,secondary,2081,53,no
blue-collar,secondary,450,542,no
admin.,secondary,1403,124,no
blue-collar,secondary,894,363,no
management,tertiary,-319,80,no
admin.,secondary,490,82,no
services,secondary,58,428,no
self-employed,tertiary,300,125,no
blue-collar,secondary,312,369,no
blue-collar,secondary,13,150,no
management,tertiary,254,303,yes
management,tertiary,1190,18,no
management,tertiary,655,389,no
management,secondary,1215,211,no
technician,secondary,863,67,no
management,tertiary,5082,99,no
management,tertiary,1331,182,yes
admin.,secondary,497,321,no
management,tertiary,618,280,no
entrepreneur,tertiary,0,168,no
blue-collar,secondary,184,110,no
technician,tertiary,703,489,no
management,tertiary,520,443,yes
retired,secondary,411,180,no
unemployed,tertiary,127,449,no
unemployed,primary,541,237,no
blue-collar,secondary,2353,498,no
technician,tertiary,586,43,no
management,tertiary,1308,1776,yes
technician,tertiary,2,165,no
technician,secondary,655,225,no
